Line (1599) SphygmoCor Log File 9 ~ 04/08/2009 ~ 16:33:10                                                                                                                                                                                      
1 04/08/2009 ~ 16:50:46 ~ SCOR-CvMS 9 Start - FDS 14721300, DBS 40298,  TPM 515564, APM 143960, ML 72   00050                                                                                                                                  
1341 06/11/2009 ~ 11:48:11 ~ SCOR-CvMS 9 Start - FDS 71072144, DBS 42066,  TPM 515564, APM 175248, ML 66   00050                                                                                                                               
1342 06/11/2009 ~ 11:48:22 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1343 06/11/2009 ~ 11:48:26 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1344 06/11/2009 ~ 11:48:31 ~ SCOR-CvMS 9 End - FDS 71072144, DBS 42066,  TPM 515564, APM 172200, ML 66   00050                                                                                                                                 
1345 06/11/2009 ~ 11:48:55 ~ SCOR-CvMS 9 Start - FDS 71072144, DBS 42066,  TPM 515564, APM 174156, ML 66   00050                                                                                                                               
1346 06/11/2009 ~ 11:49:09 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1347 06/11/2009 ~ 11:49:11 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1348 06/11/2009 ~ 11:49:30 ~ Added Patient 334                                                                                                                                                                                                 
1349 06/11/2009 ~ 11:49:39 ~ SCOR-CvMS 9 End - FDS 71072136, DBS 42066,  TPM 515564, APM 169176, ML 67   00050                                                                                                                                 
1350 06/11/2009 ~ 11:50:21 ~ SCOR-CvMS 9 Start - FDS 71072136, DBS 42066,  TPM 515564, APM 172976, ML 66   00050                                                                                                                               
1351 06/11/2009 ~ 11:50:29 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1352 06/11/2009 ~ 11:50:33 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1353 06/11/2009 ~ 11:50:39 ~ Database Manager - Selected TEST Patients = 473                                                                                                                                                                   
1354 06/11/2009 ~ 11:50:44 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\TEST\SCOR.xyz                                                                                                                                           
1355 06/11/2009 ~ 11:50:50 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
1356 06/11/2009 ~ 11:51:28 ~ Database Manager - Selected DATA Patients = 740                                                                                                                                                                   
1357 06/11/2009 ~ 11:52:25 ~ SCOR-CvMS 9 End - FDS 71072136, DBS 42066,  TPM 515564, APM 160592, ML 68   00050                                                                                                                                 
1358 06/11/2009 ~ 14:32:16 ~ SCOR-CvMS 9 Start - FDS 71072112, DBS 42066,  TPM 515564, APM 138620, ML 73   00050                                                                                                                               
1359 06/11/2009 ~ 14:32:24 ~ Packing Database K:\projects\016-S2000V9\source\scor\DATA\SCOR.xyz                                                                                                                                                
1360 06/11/2009 ~ 14:32:32 ~ Packing Failed You attempted to open a database that is already opened exclusively by user 'Admin' on machine 'PC39'.  Try again when the database is available                                                   
